0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
1712.7,507.1,201.3,237.9,989.6,962.6,1552.0,1610.9,877.7,739.8,685.5,689.7,451.5,520.6,604.6,873.1,814.4,742.6,689.7,631.2,568.2,445.7,427.7,850.3,846.3,2064.0,692.3,53.0,14.6,200.9,735.5,0.0,0.0,238.2,213.9,357.5,315.7,295.3,172.8,126.4,30.5,319.5,472.4,1690.1,1745.0,1897.7,1862.1,1623.1,743.7,801.2,807.5,1274.5,1225.0,1113.3,1060.5,1034.3,1110.5,1272.1,961.9,703.8,1183.8,649.7,243.1,1419.3,1474.6,1427.5,1134.7,1511.2,1519.8,1553.4,1590.3,1564.3,1534.5,1631.9,526.9,505.1,646.5,656.8,631.3,606.0,1470.5,1049.2,1005.8,1009.9,1084.7,657.6,646.5,648.3,814.2,979.2,778.5,878.0,854.4,1113.7,1051.2
1950.9,745.3,439.5,476.1,1227.8,1200.9,1790.2,1849.2,1115.9,978.0,923.7,927.9,689.7,758.8,842.8,1111.3,1052.6,980.9,927.9,869.4,806.4,683.9,665.9,802.5,798.6,2016.2,930.5,267.5,229.0,37.4,973.7,238.2,238.2,0.0,24.3,595.7,553.9,533.5,411.0,364.6,268.7,271.8,424.6,1642.4,1697.3,1849.9,1814.4,1575.3,981.9,1039.4,1045.7,1226.8,1177.3,1065.5,1012.8,986.6,1062.8,1224.4,914.2,656.1,1136.1,601.9,481.3,1371.6,1426.8,1379.8,1504.4,1463.5,1472.1,1505.6,1542.6,1516.6,1486.8,1584.2,479.2,457.4,598.8,609.1,583.6,558.3,1422.8,1475.0,1244.0,1248.1,1439.4,895.8,884.7,886.5,766.5,931.5,1016.7,1116.2,1092.6,1351.9,1289.4
1926.6,721.0,415.2,451.8,1203.5,1176.5,1765.9,1824.8,1091.5,953.7,899.4,903.6,665.4,734.5,818.5,1087.0,1028.2,956.5,903.6,845.1,782.1,659.6,641.6,778.2,774.3,1991.9,906.2,243.2,204.7,13.0,949.4,213.9,213.9,24.3,0.0,571.4,529.5,509.2,386.7,340.2,244.4,247.5,400.3,1618.0,1672.9,1825.6,1790.0,1551.0,957.6,1015.1,1021.4,1202.4,1152.9,1041.2,988.5,962.3,1038.4,1200.0,889.8,631.7,1111.8,577.6,457.0,1347.3,1402.5,1355.5,1480.1,1439.2,1447.7,1481.3,1518.3,1492.2,1462.5,1559.9,454.9,433.1,574.5,584.7,559.2,533.9,1398.4,1450.6,1219.6,1223.7,1415.1,871.5,860.3,862.2,742.2,907.1,992.3,1091.8,1068.3,1327.6,1265.0
1355.2,149.6,156.2,396.9,632.1,605.1,1194.5,1253.4,520.1,382.3,328.0,332.2,94.0,163.1,247.1,515.6,456.8,385.1,332.2,273.7,210.7,88.2,70.2,1207.8,1203.8,1586.4,334.8,410.6,372.1,558.4,378.0,357.5,357.5,595.7,571.4,0.0,41.8,87.3,184.7,278.3,327.0,677.0,829.9,1212.6,1267.4,1420.1,1384.5,1145.5,386.2,443.7,450.0,993.7,1043.2,1154.9,1418.1,1391.8,1157.7,1356.1,1319.4,1061.3,1084.3,1007.2,185.6,899.7,954.9,844.4,777.2,991.6,1000.2,1033.7,1070.7,1044.7,1014.9,1112.3,884.4,862.6,1004.1,1014.3,988.8,963.5,845.1,691.7,648.2,652.3,727.2,300.1,289.0,290.8,1171.8,1336.7,421.0,520.5,496.9,756.2,693.7
1397.0,191.4,114.4,355.1,673.9,647.0,1236.3,1295.3,562.0,424.1,369.8,374.0,135.8,204.9,288.9,557.5,498.7,427.0,374.0,315.5,252.6,130.1,112.0,1165.9,1162.0,1628.3,376.6,368.7,330.2,516.5,419.8,315.7,315.7,553.9,529.5,41.8,0.0,45.4,142.9,236.5,285.2,635.2,788.0,1254.4,1309.3,1462.0,1426.4,1187.4,428.0,485.5,491.8,1035.5,1085.0,1428.9,1376.2,1350.0,1426.2,1587.8,1277.6,1019.5,1126.2,965.3,143.8,941.5,996.8,886.2,819.0,1033.4,1042.0,1075.6,1112.5,1086.5,1056.7,1154.1,842.6,820.8,962.2,972.5,947.0,921.7,886.9,733.5,690.1,694.2,769.1,342.0,330.8,332.6,1129.9,1294.9,462.8,562.3,538.8,798.1,735.5
1442.4,236.9,94.0,334.7,719.3,692.4,1281.8,1340.7,607.4,469.6,415.3,419.4,181.3,250.4,334.3,602.9,544.1,472.4,419.4,360.9,298.0,175.5,157.4,1145.6,1141.6,1673.7,422.0,348.4,309.9,496.2,465.3,295.3,295.3,533.5,509.2,87.3,45.4,0.0,122.5,216.1,264.8,614.8,767.7,1299.8,1354.7,1507.4,1471.8,1232.8,473.5,530.9,537.2,1080.9,1130.4,1408.6,1355.9,1329.6,1405.8,1567.4,1257.2,999.1,1171.6,945.0,123.4,987.0,1042.2,931.7,864.4,1078.9,1087.4,1121.0,1157.9,1131.9,1102.1,1199.5,822.2,800.4,941.9,952.1,926.6,901.3,932.3,779.0,735.5,739.6,814.5,387.4,376.2,378.1,1109.6,1274.5,508.2,607.7,584.2,843.5,780.9
1539.9,334.3,28.5,212.2,816.8,789.9,1379.2,1438.2,704.9,567.0,512.7,516.9,278.7,347.8,431.8,700.3,641.6,569.9,516.9,458.4,395.4,272.9,254.9,1023.0,1019.1,1771.1,519.5,225.8,187.3,373.6,562.7,172.8,172.8,411.0,386.7,184.7,142.9,122.5,0.0,93.6,142.3,492.3,645.2,1397.3,1452.2,1604.9,1569.3,1330.3,570.9,628.4,634.7,1447.3,1397.8,1286.0,1233.3,1207.1,1283.3,1444.9,1134.7,876.6,1356.6,822.4,152.9,1084.4,1139.7,1029.1,961.9,1176.3,1184.9,1218.4,1255.4,1229.4,1199.6,1297.0,699.7,677.9,819.3,829.6,804.1,778.8,1029.8,876.4,833.0,837.1,911.9,484.8,473.7,475.5,987.0,1152.0,605.7,705.2,681.6,940.9,878.4
1633.5,427.9,122.1,165.8,910.4,883.5,1472.8,1531.7,798.5,660.6,606.3,610.5,372.3,441.4,525.4,793.9,735.2,663.4,610.5,552.0,489.0,366.5,348.5,976.6,972.7,1864.7,613.1,179.4,140.9,327.2,656.3,126.4,126.4,364.6,340.2,278.3,236.5,216.1,93.6,0.0,95.9,445.9,598.7,1490.9,1545.8,1698.4,1662.9,1423.8,664.5,722.0,728.3,1400.9,1351.4,1239.6,1186.9,1160.7,1236.9,1398.5,1088.3,830.2,1310.2,776.0,116.7,1178.0,1233.2,1122.7,1055.5,1269.9,1278.5,1312.0,1349.0,1323.0,1293.2,1390.6,653.3,631.5,772.9,783.2,757.7,732.4,1123.4,970.0,926.6,930.7,1005.5,578.4,567.3,569.1,940.6,1105.6,699.3,798.8,775.2,1034.5,972.0
1682.2,476.6,170.8,207.4,959.1,932.2,1521.5,1580.5,847.2,709.3,655.0,659.2,421.0,490.1,574.1,842.6,783.9,712.1,659.2,600.7,537.7,415.2,397.2,880.8,876.8,2094.5,661.8,83.5,45.0,231.4,705.0,30.5,30.5,268.7,244.4,327.0,285.2,264.8,142.3,95.9,0.0,350.0,502.9,1720.6,1775.5,1928.2,1892.6,1653.6,713.2,770.7,777.0,1305.0,1255.5,1143.8,1091.0,1064.8,1141.0,1302.6,992.4,734.3,1214.3,680.2,212.6,1449.8,1505.1,1458.0,1104.2,1541.7,1550.3,1583.9,1620.8,1594.8,1565.0,1662.4,557.4,535.6,677.0,687.3,661.8,636.5,1172.1,1018.7,975.3,979.4,1054.2,627.1,616.0,617.8,844.7,1009.7,748.0,847.5,823.9,1083.2,1020.7
2032.2,826.6,520.8,557.4,1830.8,1282.2,1871.5,1930.5,1197.2,1059.3,1005.0,1009.2,771.0,840.1,924.1,1192.6,1133.9,1062.2,1009.2,950.7,887.8,765.3,747.2,530.7,526.8,1744.4,1011.8,348.8,310.3,234.4,1055.0,319.5,319.5,271.8,247.5,677.0,635.2,614.8,492.3,445.9,350.0,0.0,152.9,1370.6,1425.5,1578.1,1542.6,1303.6,1063.2,1120.7,1127.0,955.0,905.5,793.7,741.0,714.8,791.0,952.6,642.4,384.3,864.3,330.1,562.6,1099.8,1155.0,1108.0,1232.6,1191.7,1200.3,1233.8,1270.8,1244.8,1215.0,1312.4,207.4,185.6,327.0,337.3,311.8,286.5,1151.0,1203.2,1246.6,1242.5,1167.6,977.2,966.0,967.8,494.7,659.7,1098.0,1197.5,1174.0,1897.4,1834.9
1995.3,979.5,673.7,710.3,1678.0,1704.9,2024.4,1798.8,1350.0,1212.2,1157.9,1162.1,923.9,993.0,1077.0,1345.5,1286.7,1215.0,1162.1,1103.6,1040.6,918.1,900.1,377.9,373.9,1591.6,1164.7,501.7,463.2,387.3,1242.3,472.4,472.4,424.6,400.3,829.9,788.0,767.7,645.2,598.7,502.9,152.9,0.0,1217.7,1272.6,1425.3,1389.7,1150.7,1355.8,1298.3,1292.0,802.1,752.6,640.9,588.2,562.0,638.1,799.7,489.5,364.5,711.5,177.3,715.5,947.0,1002.2,955.2,1079.8,1038.9,1047.4,1081.0,1117.9,1091.9,1062.1,1159.5,189.8,168.0,309.4,319.6,294.1,268.8,998.1,1050.3,1093.8,1089.7,1014.8,1130.0,1118.9,1120.7,341.9,506.8,1250.9,1350.3,1326.8,1744.6,1682.0
1002.3,1270.1,1406.9,1647.6,460.2,487.2,640.0,581.1,572.2,710.0,764.3,806.2,1214.5,1087.5,881.9,576.7,930.9,859.2,806.2,1560.8,1331.3,1225.0,1207.0,856.4,860.4,373.9,794.2,1736.0,1697.5,1621.6,750.9,1706.7,1706.7,1659.0,1634.6,1250.6,1292.5,1337.9,1435.4,1529.0,1737.2,1387.2,1234.3,0.0,54.9,432.3,172.0,67.0,864.4,807.0,800.7,432.2,481.7,593.4,646.2,672.4,596.2,803.5,895.2,996.2,522.9,1057.0,1436.3,455.6,510.8,463.8,588.4,547.5,556.0,589.6,626.6,600.6,570.8,668.2,1173.0,1194.8,1165.0,1043.2,1149.7,1094.0,506.8,558.9,602.4,598.3,523.4,1637.6,1409.5,1411.3,1364.3,1529.3,756.8,856.3,832.8,526.9,464.3
836.0,1325.0,1461.8,1702.5,405.4,432.3,585.1,526.2,517.3,655.1,709.4,751.3,1269.4,1142.4,936.8,521.8,876.0,804.3,751.3,1505.9,1568.9,1279.9,1261.8,911.3,915.3,319.0,849.0,1790.9,1752.4,1676.5,805.8,1761.6,1761.6,1713.9,1689.5,1305.5,1347.4,1392.8,1490.3,1583.8,1792.1,1442.1,1289.2,54.9,0.0,487.2,117.1,121.9,919.3,861.9,855.6,487.1,536.6,648.3,701.0,727.3,651.1,858.4,950.1,1051.1,577.7,1111.9,1491.2,510.5,565.7,518.7,643.3,602.4,610.9,644.5,681.5,655.4,625.7,723.1,1227.9,1249.7,1219.9,1098.1,1204.6,1148.9,561.6,613.8,657.3,653.2,578.3,1582.8,1718.8,1466.2,1419.2,1584.1,701.9,801.4,777.9,472.0,409.4
710.0,1921.6,2178.3,2419.0,892.5,919.5,953.8,1012.7,1004.5,1142.3,1302.5,1306.7,1928.1,1295.1,1089.4,1009.0,1431.3,1359.6,1306.7,1748.4,1811.3,1996.4,1978.4,1064.0,1068.0,806.1,1001.7,1943.6,1905.1,1829.2,958.5,1914.3,1914.3,1866.5,1842.2,2022.1,2063.9,2109.3,2206.8,2300.4,2349.1,1594.7,1441.9,432.3,487.2,0.0,604.3,365.3,1072.0,1014.5,1008.2,639.8,689.3,801.0,853.7,879.9,803.8,1002.2,1102.8,1203.7,730.4,1264.6,2207.7,663.2,718.4,671.4,796.0,755.1,763.6,797.2,834.1,808.1,778.4,875.8,1380.6,1402.4,1372.6,1250.8,1357.3,1301.5,714.3,766.5,810.0,805.9,731.0,1825.2,1961.3,2003.7,1571.9,1736.8,1189.1,1288.6,1265.0,959.1,896.6
718.9,939.8,1076.6,1317.3,288.3,315.2,468.0,409.1,400.2,538.0,592.3,634.2,884.2,757.2,1101.4,404.7,758.9,687.2,634.2,1388.8,1451.8,894.7,876.7,2093.8,2097.7,201.9,1189.1,1330.9,1292.4,1478.7,1146.7,1277.9,1277.9,1516.1,1491.7,920.3,962.2,1007.6,1105.1,1198.7,1247.4,1597.4,1750.2,1462.0,1516.9,1559.5,0.0,1395.0,822.8,880.3,886.6,1669.5,1719.1,1830.8,1883.5,1909.7,1833.5,2032.0,2132.6,2233.5,1760.2,2294.4,1106.0,1692.9,1748.2,1701.1,1213.8,1784.8,1793.4,1826.9,1863.9,1837.9,1808.1,1905.5,2410.4,2432.2,2402.3,2280.5,2387.1,2331.3,1281.7,1128.3,1084.9,1089.0,1163.8,1465.6,1601.7,1081.0,2601.6,3111.6,584.8,684.3,660.8,354.9,292.3
935.2,1203.1,1339.8,1580.6,527.3,554.2,707.0,648.1,639.2,777.1,831.4,873.2,1147.5,1020.5,814.8,643.7,997.9,926.2,873.2,1973.6,1264.2,1158.0,1139.9,789.4,793.4,440.9,727.1,1669.0,1630.5,1554.6,683.9,1639.7,1639.7,1591.9,1567.6,1183.6,1225.5,1270.9,1368.3,1461.9,1670.2,1320.2,1167.3,67.0,121.9,365.3,239.0,0.0,797.4,739.9,733.7,365.2,414.7,526.4,579.1,605.3,529.2,736.4,828.2,929.2,455.8,990.0,1369.3,388.6,443.8,396.8,521.4,480.5,489.0,522.6,559.6,533.5,503.8,601.2,1106.0,1127.8,1098.0,976.2,1082.7,1026.9,439.7,491.9,535.4,531.3,456.4,2050.5,1342.5,1344.3,1297.3,1462.2,823.8,923.3,899.8,593.9,531.3
896.8,405.7,542.4,783.1,534.6,507.6,610.0,551.0,422.6,284.8,230.5,234.6,350.1,223.1,567.2,418.1,359.3,287.6,234.6,529.8,466.8,360.6,342.5,1031.7,1035.6,1200.2,367.1,796.8,758.3,944.6,323.9,743.7,743.7,981.9,957.6,386.2,428.0,473.5,570.9,664.5,713.2,1063.2,1409.6,826.4,881.2,1033.9,998.4,759.3,0.0,57.5,63.8,607.5,657.0,768.7,821.4,847.6,771.5,969.9,1070.5,1171.4,698.1,1232.3,571.8,513.5,568.7,458.2,391.0,605.4,614.0,647.5,684.5,658.5,628.7,726.1,1348.3,1370.1,1340.2,1218.4,1325.0,1269.2,458.9,305.5,262.0,266.1,341.0,556.2,545.0,546.9,1539.6,1704.5,323.4,422.9,399.4,658.7,596.1
1546.5,463.2,599.9,840.6,592.0,565.1,667.4,608.5,480.1,342.2,288.0,292.1,407.6,280.6,624.7,475.6,416.8,345.1,292.1,587.3,524.3,418.0,400.0,974.2,978.2,1142.7,309.6,854.2,815.7,1002.0,266.4,801.2,801.2,1039.4,1015.1,443.7,485.5,530.9,628.4,722.0,770.7,1120.7,1352.1,768.9,823.8,976.5,940.9,701.9,57.5,0.0,6.3,550.0,599.5,711.2,763.9,790.2,714.0,912.5,1013.0,1114.0,640.6,1174.8,629.3,456.0,511.3,400.7,333.5,547.9,556.5,590.0,627.0,601.0,571.2,668.6,1290.8,1312.6,1282.8,1161.0,1267.5,1211.8,401.4,248.0,204.6,208.7,283.5,613.7,602.5,604.4,1482.1,1647.0,380.9,480.4,456.9,716.2,653.6
1540.2,469.5,606.2,846.9,598.3,571.4,673.7,614.8,486.4,348.5,294.2,298.4,413.9,286.9,631.0,481.9,423.1,351.4,298.4,593.5,530.6,424.3,406.3,967.9,971.9,1136.4,303.4,860.5,822.0,1008.3,260.1,807.5,807.5,1045.7,1021.4,450.0,491.8,537.2,634.7,728.3,777.0,1127.0,1345.8,762.6,817.5,970.2,934.6,695.6,63.8,6.3,0.0,543.7,593.2,704.9,757.7,783.9,707.7,906.2,1006.7,1107.7,634.4,1168.5,635.6,449.7,505.0,394.4,327.2,541.6,550.2,583.8,620.7,594.7,564.9,662.3,1284.5,1306.3,1276.5,1154.7,1261.2,1205.5,395.1,241.7,198.3,202.4,277.2,620.0,608.8,610.7,1475.8,1640.7,387.2,486.7,463.2,722.5,659.9
1193.2,959.4,1096.1,1512.4,875.8,902.8,1055.6,996.7,987.8,838.5,784.2,788.3,903.8,776.8,571.1,992.3,913.0,841.3,788.3,1083.5,1020.5,914.2,896.2,424.3,428.2,789.4,483.4,1303.8,1265.3,1189.4,440.2,1274.5,1274.5,1226.8,1202.4,939.9,981.7,1027.1,1124.6,1400.9,1305.0,955.0,802.1,415.6,470.5,623.2,587.6,348.6,553.7,496.2,489.9,0.0,49.5,161.3,214.0,240.2,164.0,559.2,463.0,564.0,90.7,624.9,1125.5,144.8,200.1,153.0,277.7,236.7,245.3,278.8,315.8,289.8,260.0,357.4,740.8,762.6,732.8,611.0,717.5,661.8,196.0,248.2,291.6,287.5,212.7,1109.9,1098.7,1100.6,932.1,1097.1,877.1,976.6,953.1,942.5,879.9
1242.7,1008.9,1145.6,1462.9,925.4,952.3,1105.1,1046.2,1037.3,888.0,833.7,837.9,953.3,826.3,620.6,1041.8,962.5,890.8,837.9,1133.0,1070.0,963.8,945.7,374.7,378.7,839.0,532.9,1254.3,1215.8,1139.9,489.7,1225.0,1225.0,1177.3,1152.9,989.4,1031.3,1076.7,1397.8,1351.4,1255.5,905.5,752.6,465.1,520.0,672.7,637.1,398.1,603.2,545.7,539.4,49.5,0.0,111.7,164.4,190.6,114.5,608.7,413.5,514.5,41.1,575.3,1175.1,194.4,249.6,202.6,327.2,286.3,294.8,328.4,365.3,339.3,309.5,406.9,691.3,713.1,683.3,561.5,668.0,612.3,245.5,297.7,341.2,337.1,262.2,1159.4,1148.3,1150.1,882.6,1047.5,926.6,1026.1,1002.6,992.0,929.4
1354.4,1120.6,1314.5,1351.2,1037.1,1064.0,1216.9,1157.9,1149.0,999.7,945.4,949.6,1065.0,938.0,732.4,1153.6,1074.3,1002.5,949.6,1244.7,1181.7,1075.5,1057.4,263.0,266.9,950.7,644.7,1142.6,1104.1,1028.2,601.4,1113.3,1113.3,1065.5,1041.2,1101.1,1143.0,1188.4,1286.0,1239.6,1143.8,793.7,640.9,576.8,631.7,784.4,748.8,509.8,714.9,657.5,651.2,161.3,111.7,0.0,52.7,78.9,2.8,720.4,301.8,402.7,70.6,463.6,1356.3,306.1,361.3,314.3,438.9,398.0,406.5,440.1,477.1,451.1,421.3,518.7,579.6,601.4,571.5,449.7,556.3,500.5,357.2,409.4,452.9,448.8,373.9,1271.1,1260.0,1261.8,770.9,935.8,1038.4,1137.9,1114.3,1103.7,1041.2
1407.1,1173.3,1261.8,1298.4,1089.8,1116.8,1269.6,1210.6,1201.7,1052.4,998.1,1002.3,1117.7,990.8,785.1,1206.3,1127.0,1055.3,1002.3,1297.4,1234.5,1128.2,1110.2,210.3,214.2,1003.4,697.4,1089.8,1051.4,975.5,654.1,1060.5,1060.5,1012.8,988.5,1153.9,1376.2,1355.9,1233.3,1186.9,1091.0,741.0,588.2,629.6,684.4,837.1,801.5,562.5,767.7,710.2,703.9,214.0,164.4,52.7,0.0,26.2,50.0,737.2,249.1,350.0,123.3,410.9,1303.6,358.8,414.0,367.0,491.6,450.7,459.2,492.8,529.8,503.8,474.0,571.4,526.9,548.7,518.8,397.0,503.6,447.8,410.0,462.1,505.6,501.5,426.6,1323.9,1312.7,1314.5,718.1,883.1,1091.1,1190.6,1167.0,1156.4,1093.9
1433.3,1199.5,1235.6,1272.2,1116.0,1143.0,1295.8,1236.8,1228.0,1078.6,1024.3,1028.5,1143.9,1017.0,811.3,1232.5,1153.2,1081.5,1028.5,1323.6,1260.7,1154.4,1136.4,184.1,188.0,1029.6,723.6,1063.6,1025.1,949.3,680.3,1034.3,1034.3,986.6,962.3,1391.8,1350.0,1329.6,1207.1,1160.7,1064.8,714.8,562.0,655.8,710.7,863.3,827.8,588.7,793.9,736.4,730.1,240.2,190.6,78.9,26.2,0.0,76.2,711.0,222.9,323.8,149.5,384.7,1277.4,385.0,440.2,393.2,517.8,476.9,485.5,519.0,556.0,530.0,500.2,597.6,500.7,522.5,492.6,370.8,477.4,421.6,436.2,488.4,531.8,527.7,452.8,1350.1,1338.9,1340.7,691.9,856.9,1117.3,1216.8,1193.2,1182.6,1120.1
1357.2,1123.4,1311.8,1348.4,1039.9,1066.8,1219.6,1160.7,1151.8,1002.5,948.2,952.3,1067.8,940.8,735.1,1156.3,1077.0,1005.3,952.3,1247.5,1184.5,1078.3,1060.2,260.2,264.2,953.5,647.4,1139.8,1101.3,1025.4,604.2,1110.5,1110.5,1062.8,1038.4,1103.9,1145.7,1191.2,1283.3,1236.9,1141.0,791.0,638.1,579.6,634.5,787.2,751.6,512.6,717.7,660.2,653.9,164.0,114.5,2.8,50.0,76.2,0.0,723.2,299.0,400.0,73.3,460.8,1353.6,308.8,364.1,317.1,441.7,400.7,409.3,442.9,479.8,453.8,424.0,521.4,576.8,598.6,568.8,447.0,553.5,497.8,360.0,412.2,455.7,451.6,376.7,1273.9,1262.7,1264.6,768.1,933.0,1041.1,1140.6,1117.1,1106.5,1043.9
1584.5,1350.7,1473.4,1510.0,1263.7,1290.7,1443.5,1384.6,1375.7,1229.8,1175.5,1179.6,1295.1,1168.1,962.4,1380.2,1304.3,1232.6,1179.6,1474.8,1411.8,1305.5,1287.5,526.9,523.0,1177.3,874.7,1301.4,1262.9,1187.0,831.5,1272.1,1272.1,1224.4,1200.0,1331.2,1373.0,1418.4,1444.9,1398.5,1302.6,952.6,799.7,803.5,858.4,1014.5,975.5,736.4,945.0,887.5,881.2,512.7,562.3,674.0,726.7,752.9,676.7,0.0,638.6,561.6,603.4,622.4,1515.2,536.1,591.4,544.3,669.0,628.0,636.6,670.1,707.1,681.1,651.3,748.7,738.4,760.2,730.4,608.6,715.1,659.4,587.3,639.5,682.9,678.8,604.0,1501.2,1490.0,1491.9,941.0,824.6,1268.4,1367.9,1344.4,1330.3,1267.8
1656.2,1469.0,1163.2,1199.8,1338.9,1365.8,1518.6,1459.7,1450.8,1301.5,1247.2,1251.4,1413.4,1239.8,1034.1,1455.4,1376.0,1304.3,1251.4,1593.1,1530.1,1407.6,1389.6,111.6,115.6,1252.5,946.4,991.2,952.7,876.8,903.2,961.9,961.9,914.2,889.8,1319.4,1277.6,1257.2,1134.7,1088.3,992.4,642.4,489.5,878.6,933.5,1086.2,1050.6,811.6,1016.7,959.2,953.0,463.0,413.5,301.8,249.1,222.9,299.0,638.6,0.0,251.4,372.4,312.2,1205.0,607.9,663.1,616.1,740.7,699.8,708.3,741.9,778.9,752.8,723.1,820.5,428.2,450.0,420.2,298.4,404.9,349.2,659.0,711.2,754.7,750.6,675.7,1619.5,1608.4,1610.2,619.5,784.4,1340.2,1439.7,1416.1,1405.5,1342.9
1757.1,1210.9,905.1,941.7,1439.8,1466.8,1619.6,1560.7,1551.8,1402.4,1348.1,1352.3,1155.3,1224.4,1308.4,1556.3,1477.0,1405.3,1352.3,1335.0,1272.0,1149.5,1131.5,139.7,135.8,1353.4,1047.4,733.1,694.6,618.7,1004.2,703.8,703.8,656.1,631.7,1061.3,1019.5,999.1,876.6,830.2,734.3,384.3,366.6,979.6,1034.5,1187.1,1151.6,912.5,1117.7,1060.2,1053.9,564.0,514.5,402.7,350.0,323.8,400.0,561.6,251.4,0.0,473.3,187.2,946.9,708.8,764.0,717.0,841.6,800.7,809.3,842.8,879.8,853.8,824.0,921.4,176.9,198.7,168.8,47.0,153.6,97.8,760.0,812.2,855.6,851.5,776.6,1361.4,1350.3,1352.1,494.4,659.4,1441.1,1540.6,1517.1,1506.4,1443.9
1283.8,1050.0,1385.1,1421.7,966.5,993.5,1146.3,1087.3,1078.4,929.1,874.8,879.0,994.4,867.5,661.8,1083.0,1003.7,932.0,879.0,1174.1,1111.2,1004.9,986.9,333.6,337.5,880.1,574.1,1213.1,1174.7,1098.8,530.8,1183.8,1183.8,1136.1,1111.8,1030.6,1072.4,1117.8,1356.6,1310.2,1214.3,864.3,711.5,506.3,561.1,713.8,678.2,439.2,644.4,586.9,580.6,90.7,41.1,70.6,123.3,149.5,73.3,649.8,372.4,473.3,0.0,534.2,1216.2,235.5,290.7,243.7,368.3,327.4,335.9,369.5,406.5,380.5,350.7,448.1,650.2,672.0,642.1,520.3,626.9,571.1,286.7,338.8,382.3,378.2,303.3,1200.6,1189.4,1191.2,841.4,1006.4,967.8,1067.3,1043.7,1033.1,970.6
1818.0,1156.8,850.9,887.6,1500.7,1527.6,1680.5,1621.5,1612.6,1463.3,1409.0,1413.2,1101.2,1170.3,1254.2,1617.2,1537.9,1466.1,1413.2,1280.9,1217.9,1095.4,1077.3,200.6,196.7,1414.3,1108.2,679.0,640.5,564.6,1065.0,649.7,649.7,601.9,577.6,1007.2,965.3,945.0,822.4,776.0,680.2,330.1,177.3,1040.4,1095.3,1248.0,1212.4,973.4,1178.5,1121.1,1114.8,624.9,575.3,463.6,410.9,384.7,460.8,622.4,312.2,187.2,534.2,0.0,892.7,769.7,824.9,777.9,902.5,861.6,870.1,903.7,940.7,914.6,884.9,982.3,364.0,385.8,356.0,234.2,340.7,285.0,820.8,873.0,916.5,912.4,837.5,1307.3,1296.1,1298.0,307.3,472.2,1502.0,1601.5,1577.9,1567.3,1504.7
1540.8,335.2,124.4,282.5,817.7,790.8,1380.1,1439.1,705.8,567.9,513.6,517.8,279.6,348.7,432.7,701.3,642.5,570.8,517.8,459.3,396.4,273.9,255.8,1093.4,1089.4,1772.1,520.4,296.1,257.6,444.0,563.7,243.1,243.1,481.3,457.0,185.6,143.8,123.4,152.9,116.7,212.6,562.6,715.5,1398.2,1453.1,1605.8,1570.2,1331.2,571.8,629.3,635.6,1179.3,1228.8,1356.3,1303.6,1277.4,1353.6,1515.2,1205.0,946.9,1426.9,892.7,0.0,1085.3,1140.6,1030.1,962.8,1177.2,1185.8,1219.4,1256.3,1230.3,1200.5,1297.9,770.0,748.2,889.6,899.9,874.4,849.1,1030.7,877.3,833.9,838.0,912.9,485.8,474.6,476.4,1057.3,1222.3,606.6,706.1,682.6,941.9,879.3
1195.1,919.2,1055.9,1296.6,877.7,904.7,1057.5,998.6,989.7,798.3,744.0,748.1,863.6,736.6,530.9,994.2,872.8,801.1,748.1,1043.3,980.3,874.1,856.0,622.8,626.8,791.4,443.2,1502.4,1463.9,1388.0,400.0,1473.1,1473.1,1425.4,1401.0,899.7,941.5,987.0,1084.4,1178.0,1226.7,1153.6,1000.7,417.5,472.4,625.1,589.5,350.5,513.5,456.0,449.7,198.6,248.1,359.8,412.6,438.8,362.6,561.1,661.6,762.6,289.3,823.4,1085.3,0.0,55.2,36.8,237.5,91.9,100.5,134.0,171.0,145.0,115.2,212.6,939.4,961.2,931.4,809.6,916.1,860.4,79.7,208.0,251.4,247.3,172.5,1069.7,1058.5,1060.4,1130.7,1295.6,836.9,936.4,912.9,944.4,881.8
1250.3,974.4,1111.2,1351.9,933.0,959.9,1112.7,1053.8,1044.9,853.5,799.2,803.4,918.8,791.8,586.2,1049.5,928.0,856.3,803.4,1098.5,1035.5,929.3,911.2,678.1,682.0,846.6,498.4,1557.6,1519.2,1443.3,455.2,1528.3,1528.3,1480.6,1456.3,954.9,996.8,1042.2,1139.7,1233.2,1281.9,1208.8,1056.0,472.7,527.6,680.3,644.7,405.7,568.7,511.3,505.0,253.8,303.4,415.1,467.8,494.0,417.8,616.3,716.9,817.8,344.5,878.7,1140.6,55.2,0.0,92.0,292.7,36.7,45.2,124.2,161.1,135.1,105.3,202.7,994.7,1016.5,986.6,864.8,971.4,915.6,135.0,263.2,306.7,302.6,227.7,1124.9,1113.8,1115.6,1185.9,1350.9,892.2,991.7,968.1,999.6,937.0
