0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94
1144.4,110.2,366.9,607.6,1163.6,1136.6,983.8,1042.7,600.8,462.9,408.6,412.8,116.7,243.7,391.8,596.2,537.5,465.7,412.8,63.0,0.0,185.1,167.0,1418.5,1414.5,1667.0,479.5,621.3,582.8,769.1,522.7,568.2,568.2,806.4,782.1,210.7,252.6,298.0,395.4,489.0,537.7,887.8,1040.6,1293.2,1348.1,1500.7,1465.2,1226.1,466.8,524.3,530.6,1074.3,1123.8,1235.5,1288.2,1314.4,1238.3,1436.7,1530.1,1272.0,1164.9,1217.9,396.4,980.3,1035.5,925.0,857.8,1072.2,1080.8,1114.3,1151.3,1125.3,1095.5,1192.9,1095.2,1073.4,1214.8,1225.0,1199.5,1174.2,925.7,772.3,728.9,733.0,807.8,89.4,225.5,251.4,1382.5,1547.4,501.6,601.1,577.5,1287.7,1225.1
1329.5,124.0,244.4,485.2,606.4,579.5,1168.9,1227.8,494.5,356.7,302.4,306.5,68.4,137.5,269.3,490.0,431.2,359.5,306.5,248.0,185.1,0.0,18.0,1296.0,1292.1,1560.8,357.0,498.8,460.3,646.6,400.2,445.7,445.7,683.9,659.6,88.2,130.1,175.5,272.9,366.5,415.2,765.3,918.1,1186.9,1241.8,1394.5,1358.9,1119.9,360.6,418.0,424.3,968.0,1017.5,1129.3,1182.0,1208.2,1132.0,1330.5,1407.6,1149.5,1058.7,1095.4,273.9,874.1,929.3,818.8,751.5,966.0,974.5,1008.1,1045.0,1019.0,989.2,1086.6,972.7,950.9,1092.3,1102.5,1077.0,1051.7,819.4,666.1,622.6,626.7,701.6,274.5,263.3,265.2,1260.0,1424.9,395.3,494.8,471.3,730.6,668.0
1311.5,105.9,226.4,467.1,588.4,561.4,1150.8,1209.7,476.5,338.6,284.3,288.5,50.3,119.4,251.2,471.9,413.2,341.4,288.5,230.0,167.0,18.0,0.0,1277.9,1274.0,1542.7,338.9,480.7,442.2,628.5,382.1,427.7,427.7,665.9,641.6,70.2,112.0,157.4,254.9,348.5,397.2,747.2,900.1,1168.9,1223.8,1376.4,1340.9,1101.8,342.5,400.0,406.3,950.0,999.5,1111.2,1163.9,1190.1,1114.0,1312.4,1389.6,1131.5,1040.6,1077.3,255.8,856.0,911.2,800.7,733.5,947.9,956.5,990.0,1027.0,1001.0,971.2,1068.6,954.6,932.8,1074.2,1084.5,1059.0,1033.7,801.4,648.0,604.6,608.7,683.5,256.4,245.3,247.1,1241.9,1406.9,377.3,476.8,453.2,712.5,650.0
1617.4,1357.4,1051.5,1088.2,1300.1,1327.0,1479.9,1420.9,1412.0,1262.7,1208.4,1212.6,1301.8,1201.0,1454.8,1416.6,1337.2,1265.5,1212.6,1481.5,1418.5,1296.0,1277.9,0.0,3.9,1213.7,907.6,879.6,841.1,765.2,864.4,850.3,850.3,802.5,778.2,1207.8,1165.9,1145.6,1023.0,976.6,880.8,530.7,377.9,839.8,894.7,1047.4,1011.8,772.8,977.9,920.5,914.2,424.3,374.7,263.0,210.3,184.1,260.2,526.9,111.6,139.7,333.6,200.6,1093.4,569.1,624.3,577.3,701.9,661.0,669.5,703.1,740.1,714.0,684.3,781.7,316.6,338.4,308.5,186.7,293.3,237.5,620.2,672.4,715.9,711.8,636.9,1507.9,1496.7,1498.6,507.9,672.8,1301.4,1400.9,1377.3,1366.7,1304.1
1621.3,1353.4,1047.6,1084.2,1304.0,1331.0,1483.8,1424.9,1416.0,1266.6,1212.4,1216.5,1297.8,1205.0,1450.9,1420.5,1341.2,1269.5,1216.5,1477.5,1414.5,1292.1,1274.0,3.9,0.0,1217.6,911.6,875.6,837.1,761.2,868.4,846.3,846.3,798.6,774.3,1203.8,1162.0,1141.6,1019.1,972.7,876.8,526.8,373.9,843.8,898.7,1051.4,1015.8,776.8,981.9,924.4,918.1,428.2,378.7,266.9,214.2,188.0,264.2,523.0,115.6,135.8,337.5,196.7,1089.4,573.0,628.2,581.2,705.8,664.9,673.5,707.0,744.0,718.0,688.2,785.6,312.7,334.5,304.6,182.8,289.4,233.6,624.2,676.4,719.8,715.7,640.9,1504.0,1492.8,1494.6,503.9,668.9,1305.3,1404.8,1381.3,1370.6,1308.1
517.1,738.0,874.7,1115.4,86.4,113.3,266.2,207.2,198.3,336.2,390.5,432.4,682.4,555.4,899.5,202.9,557.0,485.3,432.4,1187.0,1249.9,692.8,674.8,1891.9,1895.8,0.0,987.2,1129.0,1090.5,1276.8,944.8,1076.0,1076.0,1314.2,1289.9,718.5,760.3,805.7,903.2,996.8,1045.5,1395.5,1548.4,1260.2,1315.1,1357.6,1432.2,1193.1,620.9,678.4,684.7,1467.7,1517.2,1628.9,1681.6,1707.8,1631.7,1830.1,1930.7,2031.6,1558.3,2092.5,904.1,1491.1,1546.3,1499.3,1011.9,1583.0,1591.5,1625.1,1662.0,1636.0,1606.2,1703.6,2208.5,2230.3,2200.4,2078.6,2185.2,2129.4,1079.8,926.5,883.0,887.1,962.0,1263.8,1399.9,879.2,2399.8,2909.8,383.0,482.4,458.9,153.0,90.4
1623.9,418.3,491.0,731.7,1216.3,874.7,1463.2,1522.2,789.7,651.9,597.6,601.8,362.7,431.8,87.7,785.2,726.4,654.7,601.8,542.4,479.5,357.0,338.9,961.4,965.4,1129.9,0.0,745.3,706.8,893.2,43.2,692.3,692.3,930.5,906.2,334.8,376.6,422.0,519.5,613.1,661.8,1011.8,1164.7,756.1,811.0,963.6,928.1,689.0,367.1,309.6,303.4,537.2,586.7,698.4,751.1,777.3,701.2,899.7,1000.2,1101.2,627.8,1162.0,520.4,443.2,498.4,387.9,320.7,535.1,543.7,577.2,614.2,588.2,558.4,655.8,1219.2,1197.4,1338.8,1148.2,1323.6,1298.3,388.6,235.2,191.8,195.9,270.7,568.9,557.7,559.5,1506.5,1671.5,690.6,790.1,766.5,1282.9,1220.4
1765.7,560.2,254.3,290.9,1042.6,1015.7,1605.1,1664.0,930.7,792.9,738.6,742.7,504.5,573.7,657.6,926.2,867.4,795.7,742.7,684.2,621.3,498.8,480.7,879.6,875.6,2093.3,745.3,0.0,38.5,230.2,788.6,53.0,53.0,267.5,243.2,410.6,368.7,348.4,225.8,179.4,83.5,348.8,501.7,1719.4,1774.3,1927.0,1891.4,1652.4,796.8,854.2,860.5,1303.8,1254.3,1142.6,1089.8,1063.6,1139.8,1301.4,991.2,733.1,1213.1,679.0,296.1,1448.6,1503.9,1456.8,1187.7,1540.5,1549.1,1582.7,1619.6,1593.6,1563.8,1661.2,556.2,534.4,675.9,686.1,660.6,635.3,1499.8,1102.3,1058.8,1062.9,1137.8,710.7,699.5,701.4,843.5,1008.5,831.5,931.0,907.5,1166.8,1104.2
1727.2,521.7,215.8,252.5,1004.2,977.2,1566.6,1625.5,892.2,754.4,700.1,704.2,466.1,535.2,619.1,887.7,828.9,757.2,704.2,645.8,582.8,460.3,442.2,841.1,837.1,2054.8,706.8,38.5,0.0,191.7,750.1,14.6,14.6,229.0,204.7,372.1,330.2,309.9,187.3,140.9,45.0,310.3,463.2,1680.9,1735.8,1888.5,1852.9,1613.9,758.3,815.7,822.0,1265.3,1215.8,1104.1,1051.4,1025.1,1101.3,1262.9,952.7,694.6,1174.7,640.5,257.6,1410.1,1465.4,1418.4,1149.2,1502.1,1510.6,1544.2,1581.1,1555.1,1525.3,1622.7,517.8,496.0,637.4,647.6,622.1,596.8,1461.3,1063.8,1020.3,1024.4,1099.3,672.2,661.0,662.9,805.1,970.0,793.0,892.5,869.0,1128.3,1065.7
1913.5,708.0,402.1,438.8,1190.5,1163.5,1752.9,1811.8,1078.5,940.7,886.4,890.6,652.4,721.5,805.4,1074.0,1015.2,943.5,890.6,832.1,769.1,646.6,628.5,765.2,761.2,1978.9,893.2,230.2,191.7,0.0,936.4,200.9,200.9,37.4,13.0,558.4,516.5,496.2,373.6,327.2,231.4,234.4,387.3,1605.0,1659.9,1812.6,1777.0,1538.0,944.6,1002.0,1008.3,1189.4,1139.9,1028.2,975.5,949.3,1025.4,1187.0,876.8,618.7,1098.8,564.6,444.0,1334.3,1389.5,1342.5,1467.1,1426.2,1434.7,1468.3,1505.2,1479.2,1449.4,1546.8,441.9,420.1,561.5,571.7,546.2,520.9,1385.4,1437.6,1206.6,1210.7,1402.1,858.5,847.3,849.2,729.2,894.1,979.3,1078.8,1055.3,1314.6,1252.0
1490.4,461.6,534.2,774.9,1173.1,831.5,933.8,874.9,746.5,608.7,554.4,558.5,406.0,547.0,130.9,742.0,683.2,611.5,558.5,585.7,522.7,400.2,382.1,918.2,922.1,1086.7,43.2,788.6,750.1,936.4,0.0,735.5,735.5,973.7,949.4,378.0,419.8,465.3,562.7,656.3,705.0,1055.0,1296.1,712.8,767.7,920.4,884.8,645.8,323.9,266.4,260.1,493.9,543.5,655.2,707.9,734.1,658.0,856.4,957.0,1057.9,584.6,1118.8,563.7,400.0,455.2,344.7,277.4,491.9,500.4,534.0,571.0,545.0,515.2,612.6,1234.8,1256.6,1226.7,1104.9,1211.5,1155.7,345.4,192.0,148.5,152.6,227.5,612.1,600.9,602.8,1426.0,1591.0,647.3,746.8,723.3,1239.7,1177.2
1712.7,507.1,201.3,237.9,989.6,962.6,1552.0,1610.9,877.7,739.8,685.5,689.7,451.5,520.6,604.6,873.1,814.4,742.6,689.7,631.2,568.2,445.7,427.7,850.3,846.3,2064.0,692.3,53.0,14.6,200.9,735.5,0.0,0.0,238.2,213.9,357.5,315.7,295.3,172.8,126.4,30.5,319.5,472.4,1690.1,1745.0,1897.7,1862.1,1623.1,743.7,801.2,807.5,1274.5,1225.0,1113.3,1060.5,1034.3,1110.5,1272.1,961.9,703.8,1183.8,649.7,243.1,1419.3,1474.6,1427.5,1134.7,1511.2,1519.8,1553.4,1590.3,1564.3,1534.5,1631.9,526.9,505.1,646.5,656.8,631.3,606.0,1470.5,1049.2,1005.8,1009.9,1084.7,657.6,646.5,648.3,814.2,979.2,778.5,878.0,854.4,1113.7,1051.2
